Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2020-209869,20/03/2020 13:10,Term 1,Malicious Use of Technology,Metropolitan South,Botany Bay,Nuisance Use of Technology,,,The school reports that a nuisance link has been viewed by student and staff on school property. The issue has been logged with IT and the matter is under investigation. Parents will be advised of the incident.,1,On workplace grounds
S-2020-209870,20/03/2020 13:11,Term 1,Welfare,Regional North,Callaghan,Student Welfare Concerns,Absconding / Missing Student,,Executive staff reports multiple students absconded from school grounds. Police and carers were notified. The students have since been located. No injuries reported. Supports will be put in place.,1,On workplace grounds
S-2020-210197,20/03/2020 14:50,Term 1,Violence,Connected Communities,Connected Communities Team 2,Assault,,Threat / Intimidation / Offens. Conduct,Executive staff member reports that a student has been assaulted by another student on school grounds. Injuries were sustained and first aid was applied. The student also threatened a xxxxx student. Parents have been contacted. Police will be contacted. Supports will be organised. Executive staff are aware.,1,On workplace grounds
S-2020-210320,20/03/2020 15:09,Term 1,Violence,Metropolitan South & South West,Woronora River,Assault,,Staff Welfare Concerns,"Executive staff member reports a student was assaulted by another student on school grounds. No first aid required. The xxxxx of the student contacted the school and verbally abused staff and reported the student has sustained an injury as a result of the assault. xxxxx xxxxx has been xxxxx on social media by the xxxxx. Director, Educational Leadership is aware and supports will be put in place.",1,On workplace grounds
S-2020-210337,20/03/2020 15:15,Term 1,Substances,Regional North,Hawkesbury,Usage and Consumption of Substances,,,Executive staff reports XXXX students being under the influence of an illicit substance on school grounds. Parents and an ambulance were called. The paramedics assessed and released the students into the care of the parents. Another student has allegedly supplied the substance. Police will be notified. #### will be followed. Director Education Leadership will be notified. The school is continuing to investigate.,1,On workplace grounds
S-2020-210469,20/03/2020 15:52,Term 1,Violence,Metropolitan North,Quakers Hill,Indecent Assault,,,"An executive staff member reports a student has made allegations of indecent assault by another student on school grounds. Parents and Police have been notified. Police are investigating the matter. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-210497,20/03/2020 16:01,Term 1,Welfare,Metropolitan South,Parramatta,Self Harm,,,"Executive staff report a student attended school under the influence of a substance. Ambulance was notified and attended school to assess the student. Student was conveyed to hospital via ambulance and accompanied by the parent. Student also disclosed of previous self harm off school grounds where the police were involved. No physical injuries were reported. #### has been followed. Principal and Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-210516,20/03/2020 16:05,Term 1,Violence,Rural North,Lennox Coast,Allegations Of Sexual  Assault,,,"An executive staff member reports a student has ####  assaulted another student on school grounds, which led to a physical altercation. No injuries were sustained. Parents have been made aware. #### will be followed. The Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2020-210683,20/03/2020 17:06,Term 1,Emergency Situation,Metropolitan South,Chullora,Police Operation,,,"A police operation occurred on school grounds as a result of an earlier incident that took place. A student accompanied the police and are assisting them with their inquiries. Media Unit and Director, Educational Leadership have been notified.",1,On workplace grounds
S-2020-210811,23/03/2020 8:06,Term 1,Emergency Situation,Regional North,Windsor,Utility Failure,,,"Executive staff reports of a utility failure where the water has been turned off to carry out works in the surrounding area. The authorities have advised it should be restored mid-morning. Director, Educational Leadership is aware and advised that the school remains fully operational.",1,On workplace grounds
S-2020-211406,23/03/2020 11:18,Term 1,Violence,Regional North,Tuggerah Lakes,Assault,,,Executive staff report students were involved in a physical altercation. An ambulance was called and conveyed a student to hospital for medical treatment. Parents were notified of the incident. Supports are in place for students.,1,On workplace grounds
S-2020-211649,23/03/2020 12:28,Term 1,Violence,Rural South and West,Mitchell,Indecent Assault,,,"A student allegedly indecently assaulted another student, on school grounds. Parents have been notified and support has been organised. #####.",1,On workplace grounds
S-2020-211777,23/03/2020 13:23,Term 1,Violence,Regional South,Campbelltown,Assault,,,"A student was in a heightened state on school grounds and has injured multiple staff members. First aid was applied and the staff members xxxxx on school grounds. Police and ambulance were contacted. The student was transported to hospital via an ambulance accompanied by a police officer. Carers and executive staff are aware. The school will continue to manage the matter and the Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-212203,23/03/2020 15:56,Term 1,Violence,Regional North and West,Lithgow,Assault,,Staff Welfare Concerns,Staff member reports a wellbeing concern due to an incident that occurred on school grounds. Executive staff will be made aware.,1,On workplace grounds
S-2020-213458,25/03/2020 7:39,Term 1,Violence,Metropolitan North,Cambridge Park,Indecent Assault,,Problematic and Harmful #### ised Behaviour,"A student has disclosed that another student has inappropriately touched them XXXX on and off school grounds XXXX . Executive staff were notified by the students parent. Internal notifications have been made and supports are in place. The Director, Educational Leadership has been notified.  #####.",1,On workplace grounds
S-2020-213471,25/03/2020 7:54,Term 1,Violence,Metropolitan South,Strathfield,Indecent Assault,,,A student has inappropriately touched XXXX other students on school grounds over clothing on separate occasions. Executive staff were notified who have reviewed CCTV footage of the incidents and contacted parents. Internal notifications have been made and supports are in place.  #####.,1,On workplace grounds
S-2020-213624,25/03/2020 9:52,Term 1,Violence,Metropolitan South & South West,St Andrews,Indecent Assault,,Problematic and Harmful #### ised Behaviour,A student has inappropriately touch and has been behaving in an inappropriate manner towards other students on school grounds. Executive staff were notified who have contacted parents. Internal notifications have been made. The student receives external support and is also being support at school.  #####.,1,On workplace grounds
S-2020-213771,25/03/2020 11:34,Term 1,Violence,Metropolitan South,Girraween,Assault,,Communicable Disease,Executive staff member reports a wellbeing concern due to an incident that occurred on school grounds,1,On workplace grounds
S-2020-214255,26/03/2020 9:55,Term 1,Emergency Situation,Regional North,Mooney Mooney,Utility Failure,,,Executive staff member reports burst water pipes inside the main building.  Emergency services were called and in attendance.  Principal is aware and is reporting further.  No significant damages to school properties.  School is operational.,1,On workplace grounds
S-2020-214339,26/03/2020 11:02,Term 1,Welfare,Rural South and West,Temora,Student Behaviour,,Malicious Damage,"Executive staff reports a student who was supposed to xxxxx xxxxx xxxxx xxxxx, entered school grounds in a heightened state. Student's behaviour continued off school grounds and the student also damaged school property. Parents were notified of the incident. The school went into lockdown and police were called. Ambulance were also contacted. The student was conveyed xxxxx by paramedics accompanied by a xxxxx xxxxx. The lockdown ceased and the school resumed normal operations.  The school is managing the matter. Director, Educational Leadership is aware. ",1,On workplace grounds
S-2020-214808,26/03/2020 16:49,Term 1,Emergency Situation,Regional North,Mooney Mooney,Utility Failure,,,"Director, Educational Leadership has reported school will cease operations on XXXX due to a utility failure on school grounds. Contractors are aware. Executive staff will notify parents.",1,On workplace grounds
S-2020-215102,27/03/2020 14:17,Term 1,Violence,Metropolitan South,Kogarah,Indecent Assault,,Problematic and Harmful #### ised Behaviour,A student has inappropriately touched another student over clothing on school grounds. Executive staff were notified who have contacted parents. Internal notifications have been made and supports are in place. #####.,1,On workplace grounds
S-2020-215289,30/03/2020 9:22,Term 1,Emergency Situation,Rural South and West,Far West,Police Operation,,,"Police have attended the school to advise all workers who are not local to leave town due to a lock down that is going to occur.  The Director, Educational Leadership is aware and is working with the Department of Education for guidance on the matter.",1,On workplace grounds
S-2020-215563,30/03/2020 12:49,Term 1,Emergency Situation,Metropolitan South & South West,Bankstown,Utility Failure,,,"School reports partial utility failure on school grounds due to construction. Reporting guidelines have been followed. Director, Educational Leadership is aware. School remains operational.",1,On workplace grounds
S-2020-215984,31/03/2020 11:29,Term 1,Violence,Metropolitan South & South West,Chipping Norton,Allegations Of Sexual  Assault,,,Executive staff report a student has disclosed an allegation of ####  assault that has occurred. The student will make a report to police. The student's carers will be contacted and #### will be followed. Supports will be put in place for the student,1,On workplace grounds
S-2020-216044,31/03/2020 12:44,Term 1,Violence,Metropolitan South & South West,Fairfield,Indecent Assault,,Problematic and Harmful #### ised Behaviour,A student has inappropriately touched another student while on school grounds. Executive staff were notified who have contacted parents. The student alleging the incident has received medical attention.  Internal notifications have been made and supports are in place. #####.,1,On workplace grounds
S-2020-216120,31/03/2020 14:19,Term 1,Welfare,Rural South and West,Albury,Student Welfare Concerns,Absconding / Missing Student,Child Protection,A student has climbed over a fence and absconded from school grounds. School reports  student welfare concerns.  Student sustained an injury. Student was brought back to school by staff. Student received first aid and returned to class. Executive staff member was notified.,1,On workplace grounds
S-2020-216208,1/04/2020 9:09,Term 1,Emergency Situation,Rural South and West,Wagga Wagga,Police Operation,,,"The Director, Educational Leadership has reported that the school has been placed into Lock down at the request of the Police due to a near by Police Operation.  School is being guided by Police instructions.",1,On workplace grounds
S-2020-216210,1/04/2020 9:14,Term 1,Emergency Situation,Metropolitan South,Marrickville,Utility Failure,,,"An executive staff member reports a utility failure on school grounds. The school remains fully operational. Contractors have been notified. The Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-216666,2/04/2020 12:29,Term 1,Emergency Situation,Regional South,Campbelltown,Utility Failure,,,Executive staff reports the school is without water after construction activity on school site. Nil damage to the school. Executive staff notified Director. School ceased operations.,1,On workplace grounds
S-2020-217139,3/04/2020 16:09,Term 1,Welfare,Metropolitan South & South West,Penrith,Self Harm,,,"Executive staff report that a student has sought medical treatment after XXXX off school grounds. Students carer was present and is aware. No injuries were sustained and the student has since returned to school grounds. Supports are in place. #### has been followed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-217179,5/04/2020 8:35,Term 1,Emergency Situation,Regional North,Blue Mountains,Severe Storm,,,"A tree on school grounds has fallen onto a neighbouring house due to high winds, causing significant damage. No one was injured. Emergency services are in attendance. Executive staff aware. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2020-217431,6/04/2020 15:31,Term 1,Emergency Situation,Metropolitan North,The Forest,Utility Failure,,,Employee reports utility failure on the school grounds. Students attending the school have returned home with parents. School managing on a local level and supports in place.,1,On workplace grounds
S-2020-217883,8/04/2020 10:57,Term 1,Emergency Situation,Regional South,Yass,Utility Failure,,,"Executive staff member reports school is currently non-operational today due to a utility failure on school grounds. No students were on school grounds at the time. Staff have been sent home. Parents have been advised.  Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-218152,9/04/2020 8:07,Term 1,Welfare,Metropolitan South,Auburn,Student Welfare Concerns,Absconding / Missing Student,,"A parent has notified executive staff that their student has not been present at their home for a week. The student is believed to be in the company of another student but their whereabouts is unknown at this stage. Police have been notified and are investigating. Parents of both students are aware. The school will continue to assist police and supports have been put in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-218848,9/04/2020 14:43,Term 1,Emergency Situation,Metropolitan South & South West,Penrith,Utility Failure,,,Employee reports a water pipe has been damaged off school grounds. Water supply to the school has temporarily been lost. Contractors are currently working to rectify the damage. #### will be done. Director Educational Leadership is aware.,1,On workplace grounds
S-2020-218955,14/04/2020 11:53,Term 2,Emergency Situation,Rural South and West,Queanbeyan,Police Operation,,,An unknown member of the community was located on school grounds. Police and ambulance were contacted. Paramedics conveyed them off site for further medical assessment. Supports are in place for employees.,1,On workplace grounds
S-2020-219199,15/04/2020 10:12,Term 2,Emergency Situation,Metropolitan South,Auburn,Utility Failure,,,Employee reports possible technical fault with the security alarm in the school hall. Executive staff to be notified. School to contact utility service for further assistance,1,On workplace grounds
S-2020-219420,20/04/2020 10:52,Term 2,Emergency Situation,Regional South,Shoalhaven,Police Operation,,,Police spoke to an employee in relation to police matter off school grounds. Director of Educational Leadership is aware and supports are in place.,1,On workplace grounds
S-2020-220148,27/04/2020 16:24,Term 2,Emergency Situation,Regional North,Lake Macquarie East,Utility Failure,,,An employee reports an electrical fault on school grounds. No injuries sustained. The incident was isolated to one building and the electricity has been turned off as a result and the area left undisturbed. Executive staff have been notified and are managing the incident. A report will be lodged XXXX,1,On workplace grounds
S-2020-220193,28/04/2020 9:05,Term 2,Emergency Situation,Rural South and West,West Wyalong,Utility Failure,,,Executive staff reports school will be non operational  for XXXX due to a power outage.  Staff members are aware and will be working from home and students will be online learning.,1,On workplace grounds
S-2020-220514,29/04/2020 9:03,Term 2,Emergency Situation,Regional North,Mooney Mooney,Utility Failure,,,Executive staff member reports there is no supply of water to the students toilets and bubblers.  The water tank pump is not working.  Local service has been called.  Incident was logged in XXXX.  Students will temporarily use one of the staff toilets.,1,On workplace grounds
S-2020-220637,29/04/2020 12:25,Term 2,Violence,Metropolitan North,Mount Druitt,Allegations Of Sexual  Assault,,,"#####
XXXX student reports that they were XXXX inappropriately by another student.  Supports are in place.  Director advised.",1,On workplace grounds
S-2020-220649,29/04/2020 12:40,Term 2,Violence,Regional South,Lake Illawarra North,Allegations Of Sexual  Assault,,,"Executive staff reporting an alleged ####  assault of a student has occurred off school grounds by a student of another school. Police have been notified. #### has been followed. Supports are in place and the school is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-220930,30/04/2020 9:41,Term 2,Welfare,Regional South,Macarthur,Student Welfare Concerns,Absconding / Missing Student,,"An executive staff member reports student welfare concerns for a student that absconded from school grounds. The student's whereabouts are unknown. Carer has made a report to Police and other agencies. Police are investigating the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-221071,30/04/2020 11:58,Term 2,Violence,Regional South,Batemans Bay,Allegations Of Sexual  Assault,,,"An employee reports welfare concerns following allegations of ####  assault involving a student and a previous student. Supports are in place for the staff member. #### will be followed by Executive Staff. Parents of the students are aware and the school is supporting the family. The Director, Educational Leadership has been notified.",1,On workplace grounds
S-2020-221081,30/04/2020 12:04,Term 2,Violence,Regional North and West,Great Lakes,Assault,,Staff Welfare Concerns,"A student in a heightened state has xxxxx assaulted another student and multiple employees on school grounds. No injuries sustained to students and minor first aid was administered to employees.  Executive staff were notified who contacted parent. Parent verbally abused an employee. Internal notifications have been made and the Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-221206,30/04/2020 14:00,Term 2,Emergency Situation,Metropolitan North,Carlingford,Police Operation,,,"Executive staff member reports a police operation not related to the school occurred on and off school grounds. No injuries were sustained and the school remains fully operational. Parents will be informed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-221330,30/04/2020 17:14,Term 2,Violence,Metropolitan South & South West,Chipping Norton,Indecent Assault,,Staff Welfare Concerns,"Executive staff member reports inappropriate conduct of a staff member towards a parent on school grounds. Police have been contacted and are investigating. Director, Educational Leadership is aware,",1,On workplace grounds
S-2020-221721,2/05/2020 17:58,Term 2,Emergency Situation,Metropolitan South & South West,Cowpasture,Structural Fire,,,"Executive staff reports building within the school has been damaged by fire and smoke. Emergency services were onsite managing the incident. No students or staff were on site at the time.  Director, Educational Leadership is aware. School Infrastructure NSW notified.",1,On workplace grounds
S-2020-222150,4/05/2020 16:23,Term 2,Malicious Use of Technology,Regional North,Central Coast,Nuisance Use of Technology,,"Steal, Extort or Fraud","An employee reported that a student has posted inappropriate images of themselves and other students online. Executive staff are aware. Police will be contacted and are investigating. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-223032,6/05/2020 12:46,Term 2,Emergency Situation,Rural South and West,West Wyalong,Utility Failure,,,An employee reports the school will cease operations on XXXX due to a planned power outage. The school community and parents have been notified. Director Educational Leadership is aware.,1,On workplace grounds
S-2020-223087,6/05/2020 13:21,Term 2,Violence,Regional North and West,Hunter,Indecent Assault,,,A student has allegedly indecently assaulted another student on school grounds. #### has been followed. School will contact the police. Supports are available.,1,On workplace grounds
S-2020-223535,7/05/2020 10:12,Term 2,Violence,Regional North and West,Bathurst,Indecent Assault,,Problematic and Harmful #### ised Behaviour,A student has inappropriately touched another student over clothing on school grounds. Executive staff were notified who have contacted parents. Internal notifications have been made and supports have been arranged. #####,1,On workplace grounds
S-2020-223593,7/05/2020 10:56,Term 2,Emergency Situation,Rural South and West,Wagga Wagga,Utility Failure,,,"Employees reported a gas odour being emitted on school grounds. Emergency management plan was followed and employees, students and contractors where evacuated. Emergency services were contacted and attended and shut the gas mains off. The gas company will attend and investigate further. The school returned to normal operations within approximately thirty minutes.",1,On workplace grounds
S-2020-223880,7/05/2020 15:02,Term 2,Emergency Situation,Regional South,South Coast,Structural Fire,,,An employee reported a small electrical fire broke out on school grounds. Emergency services were contacted and the fire brigade attended. No injuries were sustained. The site was made safe and the matter was escalates to executive staff.,1,On workplace grounds
S-2020-223898,7/05/2020 15:15,Term 2,Welfare,Rural North,Lennox Coast,Student Behaviour,,,"An executive staff member has expressed well-being concerns for a student who sustained an injury following an incident on school grounds. First aid applied and emergency services were contacted. Student was conveyed to hospital for further medical treatment. The student's family and the Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-224711,11/05/2020 10:52,Term 2,Emergency Situation,Metropolitan South & South West,Fairfield,Structural Fire,,,An executive staff member reports a wall mounted heater has caught fire on school grounds. The fire was extinguished by a contractor and executive staff were notified. No injuries. The area has been isolated and emergency services will be contacted for advice. A report has been logged on XXXX. The school remains fully operational and executive staff are managing the matter.,1,On workplace grounds
S-2020-224834,11/05/2020 12:08,Term 2,Welfare,Regional South,Macarthur,Student Behaviour,,,"The school reported that a student got xxxxx under a xxxxx on school grounds. NSW Fire & Rescue, police and an ambulance attended. The student was xxxxx and is fine. The student is leaving school with their parent. The school is managing the matter locally.",1,On workplace grounds
S-2020-224882,11/05/2020 12:41,Term 2,Violence,Regional North,Lake Macquarie North,Allegations Of Sexual  Assault,,Child Protection,"Executive staff reporting, a parent has disclosed to staff, an alleged ####  assault involving a student and community member off school grounds. The incident has been reported to police. #### has been followed. Supports are in place for the student.",1,On workplace grounds
S-2020-225027,11/05/2020 14:06,Term 2,Violence,Regional North and West,Hunter,Assault,,,Executive staff member reports that a student threatened another student with a xxxxx xxxxx xxxxx. No contact was made and no one was injured. Parents were contacted. The school is continuing to manage.,1,On workplace grounds
S-2020-225838,12/05/2020 14:01,Term 2,Emergency Situation,Metropolitan South & South West,Bungarribee,Structural Fire,,,Executive staff report an accidental fire caused due to contact of hand sanitiser and a heater on school grounds. Emergency services were not required and the fire was extinguished. The school was evacuated for safety and shortly returned back to remain fully operational. School has minor damage to property. No injuries were sustained.,1,On workplace grounds
S-2020-226150,13/05/2020 8:02,Term 2,Violence,Rural North,Northern Tablelands,Indecent Assault,,Problematic and Harmful #### ised Behaviour,#####students have disclosed that another student has inappropriately touched them over clothing; on and off school grounds. Executive staff were notified who have contacted parents.  Internal notifications have been made and supports are in place. #####,1,On workplace grounds
S-2020-226267,13/05/2020 10:28,Term 2,Violence,Metropolitan South & South West,Bankstown,Assault,,Student Behaviour,"An executive staff member reports a student has assaulted xxxxx xxxxx and a staff member on school grounds. First aid administered. The student was transported to the hospital via ambulance and was accompanied by a xxxxx. Parents were notified. The school went into lockdown and has since resumed operations. Mandatory reporting will be followed. The school is managing the matter and supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-226406,13/05/2020 12:46,Term 2,Violence,Rural South and West,Hume,Assault,,,An unknown member of the community has entered school grounds and assaulted a member of staff. The school went into lockdown. Police have xxxxx the xxxxx of the xxxxx and the school has come out of lockdown. No students xxxxx the assaulted. xxxxx details have been provided to staff.,1,On workplace grounds
S-2020-226747,13/05/2020 16:39,Term 2,Violence,Metropolitan South & South West,Bungarribee,Assault,,,"A student has assaulted an employee on school grounds, causing minor injuries. The incident will be reported to police. The matter is also being managed locally.",1,On workplace grounds
S-2020-226912,14/05/2020 10:31,Term 2,Substances,Rural South and West,Mitchell,Usage and Consumption of Substances,,,"Executive staff report that XXXX students consumed a substance on school grounds. The incident was filmed and uploaded onto a social media platform. No injuries sustained. Parents have been contacted. #### has been followed. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-227287,14/05/2020 14:41,Term 2,Emergency Situation,Regional North,Windsor,Utility Failure,,,School executive reports an electrical  utility failure  on site. The school remains fully operational. Nil injuries. The school will contact relevant utility authority.,1,On workplace grounds
S-2020-227607,15/05/2020 9:47,Term 2,Violence,Rural North,Namoi,Assault,,,A student has xxxxx assaulted and threatened staff members and students on school grounds. xxxxx staff members and xxxxx students have sustained an injury and supports are in place. School called ambulance for an employee and paramedics conveyed employee to hospital.  School contacted the students' families. Police were contacted and the school is managing the matter.,1,On workplace grounds
S-2020-227957,15/05/2020 14:23,Term 2,Welfare,Rural North,Mooki,Attempted Suicide,,,"An employee reports a student has attempted suicide on school grounds. Staff members intervened and no physical injuries sustained. Family members were contacted and collected the student. Support is in place and #### will be followed. Executive staff are aware and Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-228438,18/05/2020 11:05,Term 2,Welfare,Regional South,Goulburn,Student Welfare Concerns,Absconding / Missing Student,,Executive staff report of student welfare concerns after a student had absconded from school grounds into oncoming traffic. No injuries were sustained and student brought back on site. Parents had been informed of the incident. Supports are in place for student and school to manage the matter locally.,1,On workplace grounds
S-2020-228530,18/05/2020 12:25,Term 2,Emergency Situation,Regional South,Camden,Utility Failure,,,"Executive staff reports a power outage in an area of the school. Internal stakeholders have been notified. A contractor will arrive at school to assess the matter. The school remains fully operational. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-228839,18/05/2020 16:07,Term 2,Welfare,Metropolitan South,Parramatta,Attempted Suicide,,,A student had attempted suicide while on school grounds. Parents were contacted. Police and ambulance were contacted and student was conveyed to Hospital for treatment. Supports are in place for student involved.,1,On workplace grounds
S-2020-228866,18/05/2020 16:32,Term 2,Violence,Regional North and West,Coffs Harbour,Assault,,,"A parent notified executive staff that a student sustained an injury after being xxxxx assaulted by another student on school grounds. The incident was xxxxx on social media. Police have been notified. Mandatory reporting has been followed. The school is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-229188,19/05/2020 11:36,Term 2,Welfare,Metropolitan South,Strathfield,Student Welfare Concerns,Absconding / Missing Student,,School reports a student has absconded from school grounds and whereabouts are still unknown. Carers were contacted. Police will be notified. Executive staff are aware.,1,On workplace grounds
S-2020-229410,19/05/2020 13:50,Term 2,Violence,Regional North and West,Maitland,Assault,,Threat / Intimidation / Offens. Conduct,"A staff member sustained an injury on school grounds due to being assaulted by a student in an escalated state. Parents were contacted and collected the student. First aid was applied and the staff member was conveyed to hospital by xxxxx xxxxx for further medical treatment. Mandatory reporting has been followed. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2020-229437,19/05/2020 14:05,Term 2,Emergency Situation,Regional North,Blue Mountains,Utility Failure,,,The school has been evacuated due to a strong smell of gas being omitted from various areas on the school grounds. Emergency evacuation plan has been followed. All employees and students are accounted for and no injuries have been reported. Emergency services were contacted and will attend. The Director of Educational Leadership will be notified.,1,On workplace grounds
S-2020-229605,19/05/2020 16:00,Term 2,Violence,Regional North,Port Stephens,Assault,,,Executive staff member reports that a student has sustained an injury due to assault by another student on school grounds. First aid was administered. Parents informed.  Student xxxxx not impacted. The school is managing the incident.,1,On workplace grounds
S-2020-230010,20/05/2020 11:51,Term 2,Violence,Regional North and West,Bathurst,Assault,,,Staff member reported a student sustaining an injury on school grounds following an assault by another student. The student has been taken to hospital. Parents and executive staff are aware.,1,On workplace grounds
S-2020-231163,21/05/2020 13:39,Term 2,Welfare,Metropolitan South,Port Jackson,Attempted Suicide,,,"Executive staff member reports that a student attempted suicide on school grounds. No injuries were sustained and parents were notified. Supports are in place. #### has been followed and Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-231289,21/05/2020 14:54,Term 2,Violence,Regional North and West,Hastings,Allegations Of Sexual  Assault,,Suicidal Intentions,"A student disclosed allegations of ####  assault and suicidal ideations to other students, on school grounds. The matter is being managed locally. Support is in place.",1,On workplace grounds
S-2020-231310,21/05/2020 15:05,Term 2,Welfare,Rural South and West,Orange,Self Harm,,,"Executive staff reports that a student sustained injuries from self harm on school grounds. Carers, police and an ambulance were contacted. Emergency services attended the school. The student was taken via ambulance to hospital, where they will be met by carers. Supports are in place for the student.",1,On workplace grounds
S-2020-231356,21/05/2020 15:33,Term 2,Welfare,Regional South,Goulburn,Attempted Suicide,,,A student attempted suicide on school grounds. Parents and Ambulance were contacted and Paramedics conveyed the student to hospital for further medical assessment. Supports are in place.,1,On workplace grounds
S-2020-231366,21/05/2020 15:39,Term 2,Violence,Regional North and West,Bathurst,Assault,,,"Executive staff member reports that a student has assaulted another student using a weapon and then has absconded from school grounds. An injury was sustained. First aid was administered. Paramedics assessed the student and parents will convey student to hospital for medical attention. Police are aware. Supports are in place.  Director, Educational Leadership was notified.",1,On workplace grounds
S-2020-231372,21/05/2020 15:43,Term 2,Violence,Rural North,Namoi,Allegations Of Sexual  Assault,,,"Executive staff report of student welfare concerns regarding an incident that had occurred off site. 
Parents had been informed of the matter. Supports are in place for student involved.",1,On workplace grounds
S-2020-231530,22/05/2020 8:51,Term 2,Violence,Rural North,Tweed Coast,Assault,,Threat / Intimidation / Offens. Conduct,A xxxxx xxxxx has assaulted a student and threatened a staff member on school grounds. The area went into lockout for a period of time. Student was not injured. Employee will seek medical treatment. Executive staff member was notified.,1,On workplace grounds
S-2020-231757,22/05/2020 11:24,Term 2,Violence,Metropolitan South,Auburn,Assault,,,"A student in a heightened state has xxxxx assaulted xxxxx employees. Minor injuries sustained and first aid was required. Executive staff were notified who contacted Police and carers. Police attended along with carers and the student was conveyed xxxxx. Internal notifications have been made and xxxxx xxxxx has been taken. The Director, Educational Leadership has been notified.",1,On workplace grounds
S-2020-231895,22/05/2020 12:52,Term 2,Violence,Regional South,Wollondilly,Assault,,,Executive staff reports an assault involving several students on school grounds. No first aid was required after the incident. Parents were all notified and the school has managed the matter. The xxxxx xxxxx Officer will be consulted.,1,On workplace grounds
S-2020-232220,22/05/2020 15:26,Term 2,Substances,Metropolitan South & South West,Penrith,Usage and Consumption of Substances,,,"Executive staff report that XXXX students consumed an illicit substance on school grounds. Another student filmed the incident. The substance and XXXX were disposed of by the students. Parents have been notified. The school are managing the incident. Supports are in place. Police will be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2020-232265,22/05/2020 15:52,Term 2,Violence,Rural North,Mooki,Assault,,,"A student in a heightened state has xxxxx assaulted and employee and a xxxxx on school grounds. Minor injuries sustained not requiring first aid. Executive staff were notified who contacted Police. Police attended and xxxxx the xxxxx xxxxx. Internal notifications have been made and Mandatory Reporting has been followed. The Director, Educational Leadership will be notified.",1,On workplace grounds
S-2020-232639,25/05/2020 11:14,Term 2,Welfare,Regional South,Batemans Bay,Student Welfare Concerns,Absconding / Missing Student,Suicidal Intentions,A student absconded from school grounds and there are concerns for their immediate welfare. This has been reported to police. The matter is also being managed locally. Supports are being organised.,1,On workplace grounds
S-2020-232776,25/05/2020 12:38,Term 2,Violence,Metropolitan North,Mount Druitt,Assault,,,Several students were involved in a physical altercation on school grounds. Some students sustained injuries and were provided with first aid. The incident has been reported to police and a xxxxx xxxxx has been requested xxxxx xxxxx school xxxxx this xxxxx. The matter is also being managed locally.,1,On workplace grounds
S-2020-232836,25/05/2020 13:00,Term 2,Violence,Metropolitan South,Botany Bay,Assault,,,A student sustained injuries following an assault by other students on school grounds. First aid was administered and an ambulance was called. Parents were notified and the student was taken to hospital in the ambulance with a family member. Executive staff are investigating the incident.,1,On workplace grounds
S-2020-232888,25/05/2020 13:28,Term 2,Emergency Situation,Regional North and West,Lithgow,Utility Failure,,,Employee reports a utility failure has occurred on school grounds. The school is currently investigating the matter. The school has been in contact with relevant organisations who will be attending the school.,1,On workplace grounds
S-2020-233050,25/05/2020 14:34,Term 2,Welfare,Rural South and West,Queanbeyan,Student Behaviour,,Suicidal Intentions,A student became agitated on school grounds and expressed suicidal ideations. An ambulance was called and conveyed the student to hospital. The student's carer was notified of the incident. Support is being organised.,1,On workplace grounds
S-2020-233148,25/05/2020 15:18,Term 2,Violence,Regional South,Camden,Assault,,,xxxxx students sustained injuries after they were involved in an assault on school grounds. First aid was administered. The incident was filmed. Parents of all students have been notified and the school is managing the matter locally. Executive staff are aware.,1,On workplace grounds
S-2020-233428,26/05/2020 8:34,Term 2,Emergency Situation,Metropolitan South & South West,Eastern Creek,Utility Failure,,,"Executive staff member reports contractors attended school to rectify overflowing issues on school grounds. The school remains fully operational. Director, Educational Leadership will be notified.",1,On workplace grounds
